0.000000000000000000e+00,-6.938893903907228378e-18
1.000000000000000021e-02,-6.938893903912738078e-18
2.000000000000000042e-02,-6.938893903912414522e-18
2.999999999999999889e-02,-6.938893903908756796e-18
4.000000000000000083e-02,-6.938893903904264757e-18
5.000000000000000278e-02,-6.938893903901441343e-18
5.999999999999999778e-02,-6.938893903902784102e-18
7.000000000000000666e-02,-6.938893903910699674e-18
8.000000000000000167e-02,-6.938893903922044172e-18
8.999999999999999667e-02,-6.938893903925053244e-18
1.000000000000000056e-01,-6.938893903907228378e-18
1.100000000000000006e-01,-6.938893903866068944e-18
1.199999999999999956e-01,-6.938893903839077421e-18
1.300000000000000044e-01,-6.938893903873754945e-18
1.400000000000000133e-01,-6.938893904006493888e-18
1.499999999999999944e-01,-6.938893904144507569e-18
1.600000000000000033e-01,-6.938893904111682019e-18
1.700000000000000122e-01,-6.938893903735693501e-18
1.799999999999999933e-01,-6.938893903155343787e-18
1.900000000000000022e-01,-6.938893902991678260e-18
2.000000000000000111e-01,-6.938893903907228378e-18
2.099999999999999922e-01,-6.938893906041998461e-18
2.200000000000000011e-01,-6.938893907445904324e-18
2.300000000000000100e-01,-6.938893905646332332e-18
2.399999999999999911e-01,-6.938893898748480962e-18
2.500000000000000000e-01,-6.938893891574505164e-18
2.600000000000000089e-01,-6.938893893280089463e-18
2.700000000000000178e-01,-6.938893912823596848e-18
2.800000000000000266e-01,-6.938893942990443673e-18
2.899999999999999800e-01,-6.938893951497997306e-18
2.999999999999999889e-01,-6.938893903907228378e-18
3.099999999999999978e-01,-6.938893792940313408e-18
3.200000000000000067e-01,-6.938893719964250921e-18
3.300000000000000155e-01,-6.938893813507244558e-18
3.400000000000000244e-01,-6.938894172062831560e-18
3.500000000000000333e-01,-6.938894544971557843e-18
3.599999999999999867e-01,-6.938894456313965925e-18
3.699999999999999956e-01,-6.938893440427631281e-18
3.800000000000000044e-01,-6.938891872331884479e-18
3.900000000000000133e-01,-6.938891430102767277e-18
4.000000000000000222e-01,-6.938893903907228378e-18
4.100000000000000311e-01,-6.938899672052055222e-18
4.199999999999999845e-01,-6.938903465403407933e-18
4.299999999999999933e-01,-6.938898602967295387e-18
4.400000000000000022e-01,-6.938879964974560259e-18
4.500000000000000111e-01,-6.938860580894824803e-18
4.600000000000000200e-01,-6.938865189384020999e-18
4.700000000000000289e-01,-6.938917995929878119e-18
4.799999999999999822e-01,-6.938999506741915824e-18
4.899999999999999911e-01,-6.939022494148412008e-18
5.000000000000000000e-01,-6.938893903907228378e-18
5.100000000000000089e-01,-6.938594071343164368e-18
5.200000000000000178e-01,-6.938396890048817322e-18
5.300000000000000266e-01,-6.938649643183733865e-18
5.400000000000000355e-01,-6.939618460250390467e-18
5.500000000000000444e-01,-6.940626059487881735e-18
5.600000000000000533e-01,-6.940386506707302278e-18
5.700000000000000622e-01,-6.937641582209038173e-18
5.799999999999999600e-01,-6.933404588078899026e-18
5.899999999999999689e-01,-6.932209685170095245e-18
5.999999999999999778e-01,-6.938893903907228378e-18
6.099999999999999867e-01,-6.954479429093737741e-18
6.199999999999999956e-01,-6.964729063048417574e-18
6.300000000000000044e-01,-6.951590762468902197e-18
6.400000000000000133e-01,-6.901230912995403900e-18
6.500000000000000222e-01,-6.848855136725618828e-18
6.600000000000000311e-01,-6.861307272826595251e-18
6.700000000000000400e-01,-7.003990540190464655e-18
6.800000000000000488e-01,-7.224232724145679566e-18
6.900000000000000577e-01,-7.286344687996964589e-18
7.000000000000000666e-01,-6.938893903907221444e-18
7.099999999999999645e-01,-6.128746426772805501e-18
7.199999999999999734e-01,-5.595962642423785041e-18
7.299999999999999822e-01,-6.278901519423690469e-18
7.399999999999999911e-01,-8.896644874978976119e-18
7.500000000000000000e-01,-1.161917764177025003e-17
7.600000000000000089e-01,-1.097190611730016332e-17
7.700000000000000178e-01,-3.555121138877172995e-18
7.800000000000000266e-01,7.893235432663847821e-18
7.900000000000000355e-01,1.112186265002197695e-17
8.000000000000000444e-01,-6.938893903907228378e-18
8.100000000000000533e-01,-4.905097718971069011e-17
8.200000000000000622e-01,-7.674548434190510504e-17
8.300000000000000711e-01,-4.124580103848957514e-17
8.399999999999999689e-01,9.482649360090993074e-17
8.499999999999999778e-01,2.363458216977867833e-16
8.599999999999999867e-01,2.027001545614441117e-16
8.699999999999999956e-01,-1.828299810491866886e-16
8.800000000000000044e-01,-7.779242805853645177e-16
8.900000000000000133e-01,-9.457507839241364021e-16
9.000000000000000222e-01,-6.938893903907228378e-18
9.100000000000000311e-01,2.182079289480738107e-15
9.200000000000000400e-01,3.621660877610498118e-15
9.300000000000000488e-01,1.776360284709892738e-15
9.400000000000000577e-01,-5.296781293183424341e-15
9.500000000000000666e-01,-1.265306382145417895e-14
9.599999999999999645e-01,-1.090413640188879450e-14
9.699999999999999734e-01,9.136013864885594677e-15
9.799999999999999822e-01,4.006946908419529565e-14
9.899999999999999911e-01,4.879321863059406505e-14
1.000000000000000000e+00,-6.938893903907228378e-18
1.010000000000000009e+00,-1.137937723466197669e-13
1.020000000000000018e+00,-1.886243204222157874e-13
1.030000000000000027e+00,-9.270418927468964269e-14
1.040000000000000036e+00,2.749631004811212365e-13
1.050000000000000044e+00,6.573482726231046230e-13
1.060000000000000053e+00,5.664376924728378186e-13
